,unique_id,ds,y
14228,DOM-DOM,2024-05-15 00:00:00+00:00,13438.156
14229,DOM-DOM,2024-05-15 01:00:00+00:00,12989.032
14230,DOM-DOM,2024-05-15 02:00:00+00:00,12281.436
14231,DOM-DOM,2024-05-15 03:00:00+00:00,11581.183
14232,DOM-DOM,2024-05-15 04:00:00+00:00,11090.237
14233,DOM-DOM,2024-05-15 05:00:00+00:00,10743.569
14234,DOM-DOM,2024-05-15 06:00:00+00:00,10538.127
14235,DOM-DOM,2024-05-15 07:00:00+00:00,10511.387
14236,DOM-DOM,2024-05-15 08:00:00+00:00,10605.722
14237,DOM-DOM,2024-05-15 09:00:00+00:00,11138.657
14238,DOM-DOM,2024-05-15 10:00:00+00:00,11953.578
14239,DOM-DOM,2024-05-15 11:00:00+00:00,12484.931
14240,DOM-DOM,2024-05-15 12:00:00+00:00,12641.241
14241,DOM-DOM,2024-05-15 13:00:00+00:00,12723.773
14242,DOM-DOM,2024-05-15 14:00:00+00:00,12600.962
14243,DOM-DOM,2024-05-15 15:00:00+00:00,12758.129
14244,DOM-DOM,2024-05-15 16:00:00+00:00,12760.34
14245,DOM-DOM,2024-05-15 17:00:00+00:00,12814.359
14246,DOM-DOM,2024-05-15 18:00:00+00:00,12924.321
14247,DOM-DOM,2024-05-15 19:00:00+00:00,13065.958
14248,DOM-DOM,2024-05-15 20:00:00+00:00,13245.849
14249,DOM-DOM,2024-05-15 21:00:00+00:00,13397.915
14250,DOM-DOM,2024-05-15 22:00:00+00:00,13438.348
14251,DOM-DOM,2024-05-15 23:00:00+00:00,13442.977
14252,DOM-DOM,2024-05-16 00:00:00+00:00,13516.29
14253,DOM-DOM,2024-05-16 01:00:00+00:00,13086.862
14254,DOM-DOM,2024-05-16 02:00:00+00:00,12328.427
14255,DOM-DOM,2024-05-16 03:00:00+00:00,11643.439
14256,DOM-DOM,2024-05-16 04:00:00+00:00,11037.059
14257,DOM-DOM,2024-05-16 05:00:00+00:00,10733.07
14258,DOM-DOM,2024-05-16 06:00:00+00:00,10522.754
14259,DOM-DOM,2024-05-16 07:00:00+00:00,10389.429
14260,DOM-DOM,2024-05-16 08:00:00+00:00,10514.695
14261,DOM-DOM,2024-05-16 09:00:00+00:00,10919.545
14262,DOM-DOM,2024-05-16 10:00:00+00:00,11651.501
14263,DOM-DOM,2024-05-16 11:00:00+00:00,12144.983
14264,DOM-DOM,2024-05-16 12:00:00+00:00,12309.623
14265,DOM-DOM,2024-05-16 13:00:00+00:00,12400.898
14266,DOM-DOM,2024-05-16 14:00:00+00:00,12590.843
14267,DOM-DOM,2024-05-16 15:00:00+00:00,12867.573
14268,DOM-DOM,2024-05-16 16:00:00+00:00,13263.049
14269,DOM-DOM,2024-05-16 17:00:00+00:00,13684.891
14270,DOM-DOM,2024-05-16 18:00:00+00:00,14068.823
14271,DOM-DOM,2024-05-16 19:00:00+00:00,14512.102
14272,DOM-DOM,2024-05-16 20:00:00+00:00,14866.029
14273,DOM-DOM,2024-05-16 21:00:00+00:00,15018.24
14274,DOM-DOM,2024-05-16 22:00:00+00:00,15071.947
14275,DOM-DOM,2024-05-16 23:00:00+00:00,14932.939
14276,DOM-DOM,2024-05-17 00:00:00+00:00,14738.572
14277,DOM-DOM,2024-05-17 01:00:00+00:00,14215.624
14278,DOM-DOM,2024-05-17 02:00:00+00:00,13203.081
14279,DOM-DOM,2024-05-17 03:00:00+00:00,12165.191
14280,DOM-DOM,2024-05-17 04:00:00+00:00,11402.583
14281,DOM-DOM,2024-05-17 05:00:00+00:00,10898.925
14282,DOM-DOM,2024-05-17 06:00:00+00:00,10598.073
14283,DOM-DOM,2024-05-17 07:00:00+00:00,10441.527
14284,DOM-DOM,2024-05-17 08:00:00+00:00,10532.403
14285,DOM-DOM,2024-05-17 09:00:00+00:00,10937.49
14286,DOM-DOM,2024-05-17 10:00:00+00:00,11657.738
14287,DOM-DOM,2024-05-17 11:00:00+00:00,12169.604
14288,DOM-DOM,2024-05-17 12:00:00+00:00,12352.668
14289,DOM-DOM,2024-05-17 13:00:00+00:00,12622.004
14290,DOM-DOM,2024-05-17 14:00:00+00:00,12777.284
14291,DOM-DOM,2024-05-17 15:00:00+00:00,12940.025
14292,DOM-DOM,2024-05-17 16:00:00+00:00,13072.249
14293,DOM-DOM,2024-05-17 17:00:00+00:00,13117.771
14294,DOM-DOM,2024-05-17 18:00:00+00:00,13177.663
14295,DOM-DOM,2024-05-17 19:00:00+00:00,13216.263
14296,DOM-DOM,2024-05-17 20:00:00+00:00,13386.422
14297,DOM-DOM,2024-05-17 21:00:00+00:00,13344.896
14298,DOM-DOM,2024-05-17 22:00:00+00:00,13232.971
14299,DOM-DOM,2024-05-17 23:00:00+00:00,13126.404
14300,DOM-DOM,2024-05-18 00:00:00+00:00,13145.032
14301,DOM-DOM,2024-05-18 01:00:00+00:00,12874.547
14302,DOM-DOM,2024-05-18 02:00:00+00:00,12359.059
14303,DOM-DOM,2024-05-18 03:00:00+00:00,11726.5
14304,DOM-DOM,2024-05-18 04:00:00+00:00,11191.573
14305,DOM-DOM,2024-05-18 05:00:00+00:00,10814.401
14306,DOM-DOM,2024-05-18 06:00:00+00:00,10557.634
14307,DOM-DOM,2024-05-18 07:00:00+00:00,10409.318
14308,DOM-DOM,2024-05-18 08:00:00+00:00,10371.376
14309,DOM-DOM,2024-05-18 09:00:00+00:00,10488.89
14310,DOM-DOM,2024-05-18 10:00:00+00:00,10710.44
14311,DOM-DOM,2024-05-18 11:00:00+00:00,11088.583
14312,DOM-DOM,2024-05-18 12:00:00+00:00,11624.063
14313,DOM-DOM,2024-05-18 13:00:00+00:00,12007.311
14314,DOM-DOM,2024-05-18 14:00:00+00:00,12240.526
14315,DOM-DOM,2024-05-18 15:00:00+00:00,12365.623
14316,DOM-DOM,2024-05-18 16:00:00+00:00,12380.586
14317,DOM-DOM,2024-05-18 17:00:00+00:00,12179.735
14318,DOM-DOM,2024-05-18 18:00:00+00:00,12099.01
14319,DOM-DOM,2024-05-18 19:00:00+00:00,12128.199
14320,DOM-DOM,2024-05-18 20:00:00+00:00,12232.985
14321,DOM-DOM,2024-05-18 21:00:00+00:00,12353.023
14322,DOM-DOM,2024-05-18 22:00:00+00:00,12342.958
14323,DOM-DOM,2024-05-18 23:00:00+00:00,12344.251
14324,DOM-DOM,2024-05-19 00:00:00+00:00,12457.258
14325,DOM-DOM,2024-05-19 01:00:00+00:00,12271.884
14326,DOM-DOM,2024-05-19 02:00:00+00:00,11837.072
14327,DOM-DOM,2024-05-19 03:00:00+00:00,11328.672
14328,DOM-DOM,2024-05-19 04:00:00+00:00,10866.242
14329,DOM-DOM,2024-05-19 05:00:00+00:00,10446.839
14330,DOM-DOM,2024-05-19 06:00:00+00:00,10299.578
14331,DOM-DOM,2024-05-19 07:00:00+00:00,10183.99
14332,DOM-DOM,2024-05-19 08:00:00+00:00,10142.279
14333,DOM-DOM,2024-05-19 09:00:00+00:00,10246.071
14334,DOM-DOM,2024-05-19 10:00:00+00:00,10402.87
14335,DOM-DOM,2024-05-19 11:00:00+00:00,10784.698
14336,DOM-DOM,2024-05-19 12:00:00+00:00,10884.273
14337,DOM-DOM,2024-05-19 13:00:00+00:00,11712.752
14338,DOM-DOM,2024-05-19 14:00:00+00:00,11841.307
14339,DOM-DOM,2024-05-19 15:00:00+00:00,11902.402
14340,DOM-DOM,2024-05-19 16:00:00+00:00,12001.632
14341,DOM-DOM,2024-05-19 17:00:00+00:00,12101.094
14342,DOM-DOM,2024-05-19 18:00:00+00:00,12305.471
14343,DOM-DOM,2024-05-19 19:00:00+00:00,12483.253
14344,DOM-DOM,2024-05-19 20:00:00+00:00,12801.564
14345,DOM-DOM,2024-05-19 21:00:00+00:00,13135.825
14346,DOM-DOM,2024-05-19 22:00:00+00:00,13426.055
14347,DOM-DOM,2024-05-19 23:00:00+00:00,13594.908
14348,DOM-DOM,2024-05-20 00:00:00+00:00,13595.232
14349,DOM-DOM,2024-05-20 01:00:00+00:00,13216.313
14350,DOM-DOM,2024-05-20 02:00:00+00:00,12432.735
14351,DOM-DOM,2024-05-20 03:00:00+00:00,11559.276
14352,DOM-DOM,2024-05-20 04:00:00+00:00,10922.98
14353,DOM-DOM,2024-05-20 05:00:00+00:00,10508.855
14354,DOM-DOM,2024-05-20 06:00:00+00:00,10285.958
14355,DOM-DOM,2024-05-20 07:00:00+00:00,10215.113
14356,DOM-DOM,2024-05-20 08:00:00+00:00,10368.473
14357,DOM-DOM,2024-05-20 09:00:00+00:00,10834.796
14358,DOM-DOM,2024-05-20 10:00:00+00:00,11600.974
14359,DOM-DOM,2024-05-20 11:00:00+00:00,12164.754
14360,DOM-DOM,2024-05-20 12:00:00+00:00,12395.29
14361,DOM-DOM,2024-05-20 13:00:00+00:00,12488.084
14362,DOM-DOM,2024-05-20 14:00:00+00:00,12446.788
14363,DOM-DOM,2024-05-20 15:00:00+00:00,12534.278
14364,DOM-DOM,2024-05-20 16:00:00+00:00,12751.327
14365,DOM-DOM,2024-05-20 17:00:00+00:00,13112.914
14366,DOM-DOM,2024-05-20 18:00:00+00:00,13587.363
14367,DOM-DOM,2024-05-20 19:00:00+00:00,14105.414
14368,DOM-DOM,2024-05-20 20:00:00+00:00,14653.703
14369,DOM-DOM,2024-05-20 21:00:00+00:00,15004.45
14370,DOM-DOM,2024-05-20 22:00:00+00:00,15117.834
14371,DOM-DOM,2024-05-20 23:00:00+00:00,15008.892
14372,DOM-DOM,2024-05-21 00:00:00+00:00,14752.105
14373,DOM-DOM,2024-05-21 01:00:00+00:00,14118.85
14374,DOM-DOM,2024-05-21 02:00:00+00:00,13130.311
14375,DOM-DOM,2024-05-21 03:00:00+00:00,12098.05
14376,DOM-DOM,2024-05-21 04:00:00+00:00,11411.409
14377,DOM-DOM,2024-05-21 05:00:00+00:00,10981.399
14378,DOM-DOM,2024-05-21 06:00:00+00:00,10706.187
14379,DOM-DOM,2024-05-21 07:00:00+00:00,10569.852
14380,DOM-DOM,2024-05-21 08:00:00+00:00,10665.359
14381,DOM-DOM,2024-05-21 09:00:00+00:00,11129.953
14382,DOM-DOM,2024-05-21 10:00:00+00:00,11826.301
14383,DOM-DOM,2024-05-21 11:00:00+00:00,12332.393
14384,DOM-DOM,2024-05-21 12:00:00+00:00,12532.313
14385,DOM-DOM,2024-05-21 13:00:00+00:00,12876.001
14386,DOM-DOM,2024-05-21 14:00:00+00:00,13196.38
14387,DOM-DOM,2024-05-21 15:00:00+00:00,13733.395
14388,DOM-DOM,2024-05-21 16:00:00+00:00,14193.025
14389,DOM-DOM,2024-05-21 17:00:00+00:00,14674.123
14390,DOM-DOM,2024-05-21 18:00:00+00:00,15134.719
14391,DOM-DOM,2024-05-21 19:00:00+00:00,15703.776
14392,DOM-DOM,2024-05-21 20:00:00+00:00,16208.835
14393,DOM-DOM,2024-05-21 21:00:00+00:00,16569.671
14394,DOM-DOM,2024-05-21 22:00:00+00:00,16557.842
14395,DOM-DOM,2024-05-21 23:00:00+00:00,16173.484
14396,DOM-DOM,2024-05-22 00:00:00+00:00,15705.536
14397,DOM-DOM,2024-05-22 01:00:00+00:00,15060.93
14398,DOM-DOM,2024-05-22 02:00:00+00:00,13873.938
14399,DOM-DOM,2024-05-22 03:00:00+00:00,12826.833
14400,DOM-DOM,2024-05-22 04:00:00+00:00,12011.976
14401,DOM-DOM,2024-05-22 05:00:00+00:00,11448.797
14402,DOM-DOM,2024-05-22 06:00:00+00:00,11054.674
14403,DOM-DOM,2024-05-22 07:00:00+00:00,10920.488
14404,DOM-DOM,2024-05-22 08:00:00+00:00,10946.651
14405,DOM-DOM,2024-05-22 09:00:00+00:00,11413.335
14406,DOM-DOM,2024-05-22 10:00:00+00:00,12152.417
14407,DOM-DOM,2024-05-22 11:00:00+00:00,12752.105
14408,DOM-DOM,2024-05-22 12:00:00+00:00,13061.652
14409,DOM-DOM,2024-05-22 13:00:00+00:00,13626.106
14410,DOM-DOM,2024-05-22 14:00:00+00:00,14278.372
14411,DOM-DOM,2024-05-22 15:00:00+00:00,15073.868
14412,DOM-DOM,2024-05-22 16:00:00+00:00,15866.373
14413,DOM-DOM,2024-05-22 17:00:00+00:00,16763.305
14414,DOM-DOM,2024-05-22 18:00:00+00:00,17469.313
14415,DOM-DOM,2024-05-22 19:00:00+00:00,18046.852
14416,DOM-DOM,2024-05-22 20:00:00+00:00,18226.964
14417,DOM-DOM,2024-05-22 21:00:00+00:00,18347.867
14418,DOM-DOM,2024-05-22 22:00:00+00:00,18140.29
14419,DOM-DOM,2024-05-22 23:00:00+00:00,17867.498
14420,DOM-DOM,2024-05-23 00:00:00+00:00,17401.096
14421,DOM-DOM,2024-05-23 01:00:00+00:00,16739.436
14422,DOM-DOM,2024-05-23 02:00:00+00:00,15514.204
14423,DOM-DOM,2024-05-23 03:00:00+00:00,14358.11
14424,DOM-DOM,2024-05-23 04:00:00+00:00,13369.776
14425,DOM-DOM,2024-05-23 05:00:00+00:00,12742.769
14426,DOM-DOM,2024-05-23 06:00:00+00:00,12225.71
14427,DOM-DOM,2024-05-23 07:00:00+00:00,11928.052
14428,DOM-DOM,2024-05-23 08:00:00+00:00,11902.296
14429,DOM-DOM,2024-05-23 09:00:00+00:00,12294.813
14430,DOM-DOM,2024-05-23 10:00:00+00:00,12933.754
14431,DOM-DOM,2024-05-23 11:00:00+00:00,13565.959
14432,DOM-DOM,2024-05-23 12:00:00+00:00,14001.54
14433,DOM-DOM,2024-05-23 13:00:00+00:00,14253.773
14434,DOM-DOM,2024-05-23 14:00:00+00:00,14600.346
14435,DOM-DOM,2024-05-23 15:00:00+00:00,14957.691
14436,DOM-DOM,2024-05-23 16:00:00+00:00,15822.114
14437,DOM-DOM,2024-05-23 17:00:00+00:00,16614.195
14438,DOM-DOM,2024-05-23 18:00:00+00:00,17250.866
14439,DOM-DOM,2024-05-23 19:00:00+00:00,17671.055
14440,DOM-DOM,2024-05-23 20:00:00+00:00,17964.381
14441,DOM-DOM,2024-05-23 21:00:00+00:00,17912.917
14442,DOM-DOM,2024-05-23 22:00:00+00:00,17580.854
14443,DOM-DOM,2024-05-23 23:00:00+00:00,17075.547
14444,DOM-DOM,2024-05-24 00:00:00+00:00,16628.925
14445,DOM-DOM,2024-05-24 01:00:00+00:00,15934.927
14446,DOM-DOM,2024-05-24 02:00:00+00:00,14898.683
14447,DOM-DOM,2024-05-24 03:00:00+00:00,13790.129
14448,DOM-DOM,2024-05-24 04:00:00+00:00,12956.217
14449,DOM-DOM,2024-05-24 05:00:00+00:00,12351.694
14450,DOM-DOM,2024-05-24 06:00:00+00:00,11988.711
14451,DOM-DOM,2024-05-24 07:00:00+00:00,11706.798
14452,DOM-DOM,2024-05-24 08:00:00+00:00,11704.622
14453,DOM-DOM,2024-05-24 09:00:00+00:00,12070.638
14454,DOM-DOM,2024-05-24 10:00:00+00:00,12654.887
14455,DOM-DOM,2024-05-24 11:00:00+00:00,13228.32
14456,DOM-DOM,2024-05-24 12:00:00+00:00,13748.59
14457,DOM-DOM,2024-05-24 13:00:00+00:00,14227.053
14458,DOM-DOM,2024-05-24 14:00:00+00:00,14792.167
14459,DOM-DOM,2024-05-24 15:00:00+00:00,15150.173
14460,DOM-DOM,2024-05-24 16:00:00+00:00,15259.284
14461,DOM-DOM,2024-05-24 17:00:00+00:00,15626.715
14462,DOM-DOM,2024-05-24 18:00:00+00:00,16151.18
14463,DOM-DOM,2024-05-24 19:00:00+00:00,16480.271
14464,DOM-DOM,2024-05-24 20:00:00+00:00,16665.647
14465,DOM-DOM,2024-05-24 21:00:00+00:00,16723.073
14466,DOM-DOM,2024-05-24 22:00:00+00:00,16446.983
14467,DOM-DOM,2024-05-24 23:00:00+00:00,16039.186
14468,DOM-DOM,2024-05-25 00:00:00+00:00,15613.504
14469,DOM-DOM,2024-05-25 01:00:00+00:00,15016.991
14470,DOM-DOM,2024-05-25 02:00:00+00:00,14150.827
14471,DOM-DOM,2024-05-25 03:00:00+00:00,13278.398
14472,DOM-DOM,2024-05-25 04:00:00+00:00,12487.592
14473,DOM-DOM,2024-05-25 05:00:00+00:00,11939.303
14474,DOM-DOM,2024-05-25 06:00:00+00:00,11507.185
14475,DOM-DOM,2024-05-25 07:00:00+00:00,11269.172
14476,DOM-DOM,2024-05-25 08:00:00+00:00,11144.457
14477,DOM-DOM,2024-05-25 09:00:00+00:00,11168.31
14478,DOM-DOM,2024-05-25 10:00:00+00:00,11312.705
14479,DOM-DOM,2024-05-25 11:00:00+00:00,11793.961
14480,DOM-DOM,2024-05-25 12:00:00+00:00,12605.75
14481,DOM-DOM,2024-05-25 13:00:00+00:00,13418.442
14482,DOM-DOM,2024-05-25 14:00:00+00:00,14244.578
14483,DOM-DOM,2024-05-25 15:00:00+00:00,14981.286
14484,DOM-DOM,2024-05-25 16:00:00+00:00,15534.13
14485,DOM-DOM,2024-05-25 17:00:00+00:00,15986.379
14486,DOM-DOM,2024-05-25 18:00:00+00:00,16419.372
14487,DOM-DOM,2024-05-25 19:00:00+00:00,16935.169
14488,DOM-DOM,2024-05-25 20:00:00+00:00,17280.949
14489,DOM-DOM,2024-05-25 21:00:00+00:00,17391.606
14490,DOM-DOM,2024-05-25 22:00:00+00:00,17081.938
14491,DOM-DOM,2024-05-25 23:00:00+00:00,16643.054
14492,DOM-DOM,2024-05-26 00:00:00+00:00,16124.426
14493,DOM-DOM,2024-05-26 01:00:00+00:00,15542.115
14494,DOM-DOM,2024-05-26 02:00:00+00:00,14626.63
14495,DOM-DOM,2024-05-26 03:00:00+00:00,13652.519
14496,DOM-DOM,2024-05-26 04:00:00+00:00,12868.586
14497,DOM-DOM,2024-05-26 05:00:00+00:00,12235.911
14498,DOM-DOM,2024-05-26 06:00:00+00:00,11814.681
14499,DOM-DOM,2024-05-26 07:00:00+00:00,11507.737
14500,DOM-DOM,2024-05-26 08:00:00+00:00,11279.629
14501,DOM-DOM,2024-05-26 09:00:00+00:00,11224.872
14502,DOM-DOM,2024-05-26 10:00:00+00:00,11268.748
14503,DOM-DOM,2024-05-26 11:00:00+00:00,11647.344
14504,DOM-DOM,2024-05-26 12:00:00+00:00,12511.623
14505,DOM-DOM,2024-05-26 13:00:00+00:00,13529.53
14506,DOM-DOM,2024-05-26 14:00:00+00:00,14434.298
14507,DOM-DOM,2024-05-26 15:00:00+00:00,15305.493
14508,DOM-DOM,2024-05-26 16:00:00+00:00,16083.936
14509,DOM-DOM,2024-05-26 17:00:00+00:00,16762.283
14510,DOM-DOM,2024-05-26 18:00:00+00:00,16912.298
14511,DOM-DOM,2024-05-26 19:00:00+00:00,17163.946
14512,DOM-DOM,2024-05-26 20:00:00+00:00,17325.975
14513,DOM-DOM,2024-05-26 21:00:00+00:00,17367.606
14514,DOM-DOM,2024-05-26 22:00:00+00:00,17096.707
14515,DOM-DOM,2024-05-26 23:00:00+00:00,16620.076
14516,DOM-DOM,2024-05-27 00:00:00+00:00,16154.74
14517,DOM-DOM,2024-05-27 01:00:00+00:00,15607.754
14518,DOM-DOM,2024-05-27 02:00:00+00:00,14614.886
14519,DOM-DOM,2024-05-27 03:00:00+00:00,13503.252
14520,DOM-DOM,2024-05-27 04:00:00+00:00,12702.385
14521,DOM-DOM,2024-05-27 05:00:00+00:00,12160.303
14522,DOM-DOM,2024-05-27 06:00:00+00:00,11809.247
14523,DOM-DOM,2024-05-27 07:00:00+00:00,11592.978
14524,DOM-DOM,2024-05-27 08:00:00+00:00,11529.853
14525,DOM-DOM,2024-05-27 09:00:00+00:00,11558.122
14526,DOM-DOM,2024-05-27 10:00:00+00:00,11606.659
14527,DOM-DOM,2024-05-27 11:00:00+00:00,11966.894
14528,DOM-DOM,2024-05-27 12:00:00+00:00,12701.844
14529,DOM-DOM,2024-05-27 13:00:00+00:00,13535.88
14530,DOM-DOM,2024-05-27 14:00:00+00:00,14218.839
14531,DOM-DOM,2024-05-27 15:00:00+00:00,14578.786
14532,DOM-DOM,2024-05-27 16:00:00+00:00,14722.303
14533,DOM-DOM,2024-05-27 17:00:00+00:00,14776.436
14534,DOM-DOM,2024-05-27 18:00:00+00:00,14996.015
14535,DOM-DOM,2024-05-27 19:00:00+00:00,15633.212
14536,DOM-DOM,2024-05-27 20:00:00+00:00,16526.151
14537,DOM-DOM,2024-05-27 21:00:00+00:00,17152.228
14538,DOM-DOM,2024-05-27 22:00:00+00:00,16781.682
14539,DOM-DOM,2024-05-27 23:00:00+00:00,16298.982
14540,DOM-DOM,2024-05-28 00:00:00+00:00,15724.642
14541,DOM-DOM,2024-05-28 01:00:00+00:00,15117.637
14542,DOM-DOM,2024-05-28 02:00:00+00:00,14050.709
14543,DOM-DOM,2024-05-28 03:00:00+00:00,13094.962
14544,DOM-DOM,2024-05-28 04:00:00+00:00,12341.071
14545,DOM-DOM,2024-05-28 05:00:00+00:00,11721.627
14546,DOM-DOM,2024-05-28 06:00:00+00:00,11456.742
14547,DOM-DOM,2024-05-28 07:00:00+00:00,11282.747
14548,DOM-DOM,2024-05-28 08:00:00+00:00,11356.973
14549,DOM-DOM,2024-05-28 09:00:00+00:00,11720.372
14550,DOM-DOM,2024-05-28 10:00:00+00:00,12312.872
14551,DOM-DOM,2024-05-28 11:00:00+00:00,12949.585
14552,DOM-DOM,2024-05-28 12:00:00+00:00,13436.74
14553,DOM-DOM,2024-05-28 13:00:00+00:00,13938.63
14554,DOM-DOM,2024-05-28 14:00:00+00:00,14502.228
14555,DOM-DOM,2024-05-28 15:00:00+00:00,15002.326
14556,DOM-DOM,2024-05-28 16:00:00+00:00,15470.1
14557,DOM-DOM,2024-05-28 17:00:00+00:00,15915.753
14558,DOM-DOM,2024-05-28 18:00:00+00:00,16357.009
14559,DOM-DOM,2024-05-28 19:00:00+00:00,16598.11
14560,DOM-DOM,2024-05-28 20:00:00+00:00,16714.979
14561,DOM-DOM,2024-05-28 21:00:00+00:00,16713.963
14562,DOM-DOM,2024-05-28 22:00:00+00:00,16612.644
14563,DOM-DOM,2024-05-28 23:00:00+00:00,16375.368
14564,DOM-DOM,2024-05-29 00:00:00+00:00,15696.978
14565,DOM-DOM,2024-05-29 01:00:00+00:00,14862.893
14566,DOM-DOM,2024-05-29 02:00:00+00:00,13785.969
14567,DOM-DOM,2024-05-29 03:00:00+00:00,12746.823
14568,DOM-DOM,2024-05-29 04:00:00+00:00,11969.56
14569,DOM-DOM,2024-05-29 05:00:00+00:00,11339.22
14570,DOM-DOM,2024-05-29 06:00:00+00:00,11000.348
14571,DOM-DOM,2024-05-29 07:00:00+00:00,10895.691
14572,DOM-DOM,2024-05-29 08:00:00+00:00,10931.401
14573,DOM-DOM,2024-05-29 09:00:00+00:00,11284.99
14574,DOM-DOM,2024-05-29 10:00:00+00:00,11861.657
14575,DOM-DOM,2024-05-29 11:00:00+00:00,12424.457
14576,DOM-DOM,2024-05-29 12:00:00+00:00,12794.744
14577,DOM-DOM,2024-05-29 13:00:00+00:00,13235.303
14578,DOM-DOM,2024-05-29 14:00:00+00:00,13624.333
14579,DOM-DOM,2024-05-29 15:00:00+00:00,14166.725
14580,DOM-DOM,2024-05-29 16:00:00+00:00,14693.086
14581,DOM-DOM,2024-05-29 17:00:00+00:00,14917.398
14582,DOM-DOM,2024-05-29 18:00:00+00:00,14951.335
14583,DOM-DOM,2024-05-29 19:00:00+00:00,14954.537
14584,DOM-DOM,2024-05-29 20:00:00+00:00,15000.118
14585,DOM-DOM,2024-05-29 21:00:00+00:00,15000.787
14586,DOM-DOM,2024-05-29 22:00:00+00:00,14937.196
14587,DOM-DOM,2024-05-29 23:00:00+00:00,14802.648
14588,DOM-DOM,2024-05-30 00:00:00+00:00,14524.615
14589,DOM-DOM,2024-05-30 01:00:00+00:00,13989.979
14590,DOM-DOM,2024-05-30 02:00:00+00:00,13071.262
14591,DOM-DOM,2024-05-30 03:00:00+00:00,12183.485
14592,DOM-DOM,2024-05-30 04:00:00+00:00,11472.683
14593,DOM-DOM,2024-05-30 05:00:00+00:00,11069.278
14594,DOM-DOM,2024-05-30 06:00:00+00:00,10786.166
14595,DOM-DOM,2024-05-30 07:00:00+00:00,10609.978
14596,DOM-DOM,2024-05-30 08:00:00+00:00,10722.224
14597,DOM-DOM,2024-05-30 09:00:00+00:00,11107.25
14598,DOM-DOM,2024-05-30 10:00:00+00:00,11691.231
14599,DOM-DOM,2024-05-30 11:00:00+00:00,12045.257
14600,DOM-DOM,2024-05-30 12:00:00+00:00,12217.864
14601,DOM-DOM,2024-05-30 13:00:00+00:00,12419.648
14602,DOM-DOM,2024-05-30 14:00:00+00:00,12691.222
14603,DOM-DOM,2024-05-30 15:00:00+00:00,12845.562
14604,DOM-DOM,2024-05-30 16:00:00+00:00,13002.251
14605,DOM-DOM,2024-05-30 17:00:00+00:00,13280.81
14606,DOM-DOM,2024-05-30 18:00:00+00:00,13588.796
14607,DOM-DOM,2024-05-30 19:00:00+00:00,13991.907
14608,DOM-DOM,2024-05-30 20:00:00+00:00,14393.785
14609,DOM-DOM,2024-05-30 21:00:00+00:00,14613.759
14610,DOM-DOM,2024-05-30 22:00:00+00:00,14588.171
14611,DOM-DOM,2024-05-30 23:00:00+00:00,14489.761
14612,DOM-DOM,2024-05-31 00:00:00+00:00,14171.841
14613,DOM-DOM,2024-05-31 01:00:00+00:00,13719.924
14614,DOM-DOM,2024-05-31 02:00:00+00:00,12811.409
14615,DOM-DOM,2024-05-31 03:00:00+00:00,11918.812
14616,DOM-DOM,2024-05-31 04:00:00+00:00,11190.785
14617,DOM-DOM,2024-05-31 05:00:00+00:00,10704.585
14618,DOM-DOM,2024-05-31 06:00:00+00:00,10441.8
14619,DOM-DOM,2024-05-31 07:00:00+00:00,10329.691
14620,DOM-DOM,2024-05-31 08:00:00+00:00,10423.776
14621,DOM-DOM,2024-05-31 09:00:00+00:00,10770.653
14622,DOM-DOM,2024-05-31 10:00:00+00:00,11334.353
14623,DOM-DOM,2024-05-31 11:00:00+00:00,11659.481
14624,DOM-DOM,2024-05-31 12:00:00+00:00,11912.279
14625,DOM-DOM,2024-05-31 13:00:00+00:00,12018.907
14626,DOM-DOM,2024-05-31 14:00:00+00:00,12178.257
14627,DOM-DOM,2024-05-31 15:00:00+00:00,12310.94
14628,DOM-DOM,2024-05-31 16:00:00+00:00,12485.422
14629,DOM-DOM,2024-05-31 17:00:00+00:00,12609.154
14630,DOM-DOM,2024-05-31 18:00:00+00:00,12822.045
14631,DOM-DOM,2024-05-31 19:00:00+00:00,13197.18
14632,DOM-DOM,2024-05-31 20:00:00+00:00,13704.615
14633,DOM-DOM,2024-05-31 21:00:00+00:00,13954.934
14634,DOM-DOM,2024-05-31 22:00:00+00:00,14001.369
14635,DOM-DOM,2024-05-31 23:00:00+00:00,13841.86
14636,DOM-DOM,2024-06-01 00:00:00+00:00,13481.297
14637,DOM-DOM,2024-06-01 01:00:00+00:00,13050.055
14638,DOM-DOM,2024-06-01 02:00:00+00:00,12333.718
14639,DOM-DOM,2024-06-01 03:00:00+00:00,11556.909
14640,DOM-DOM,2024-06-01 04:00:00+00:00,10942.767
14641,DOM-DOM,2024-06-01 05:00:00+00:00,10503.388
14642,DOM-DOM,2024-06-01 06:00:00+00:00,10241.409
14643,DOM-DOM,2024-06-01 07:00:00+00:00,10097.851
14644,DOM-DOM,2024-06-01 08:00:00+00:00,10089.864
14645,DOM-DOM,2024-06-01 09:00:00+00:00,10138.248
14646,DOM-DOM,2024-06-01 10:00:00+00:00,10290.824
14647,DOM-DOM,2024-06-01 11:00:00+00:00,10506.579
14648,DOM-DOM,2024-06-01 12:00:00+00:00,10875.535
14649,DOM-DOM,2024-06-01 13:00:00+00:00,11279.897
14650,DOM-DOM,2024-06-01 14:00:00+00:00,11680.466
